,School,Program,District,Longitude,Latitude,Cutoff,Quality,Size
201,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Assin North (Assin Fosu),-1.374616981,5.77799511,245,267.93,100
202,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Kumasi Metro,-1.597187161,6.682059765,327,344.3555556,45
203,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Dangme East (Ada),0.10686218,5.914733887,246,275.96,50
204,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Akwapim North (Akropong),-0.166071147,5.976426125,343,363.825,40
205,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Accra Metropolitan,-0.197115257,5.607395649,329,347.99,100
206,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Kintampo,-1.544426322,8.371118546,226,257.4,60
207,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Nadowli,-2.427624464,10.36250973,235,253.2111111,90
208,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Kwahu South (Mpraeso),-0.635528684,6.619226456,306,330.7125,80
209,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Gomoa (Apam),-0.723635495,5.404561043,278,302.8686869,99
210,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Nadowli,-2.427624464,10.36250973,235,253.2111111,90
211,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Sunyani,-2.327423334,7.344677925,338,352.7,50
212,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Gomoa (Apam),-0.723635495,5.404561043,335,354.22,150
213,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,342,359.8073394,109
214,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515,212,242.5217391,23
215,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kwahu South (Mpraeso),-0.635528684,6.619226456,237,266.8375,80
216,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Akwapim South (Nsawam),-0.268249363,5.826002598,266,287.5,40
217,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Accra Metropolitan,-0.197115257,5.607395649,205,273.6357143,280
218,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Mfantsiman (Saltpond),-1.006453395,5.201528072,246,267.6530612,49
219,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Kwahu North (Donkorkrom),-0.264697343,6.911973476,205,263.5555556,9
220,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Berekum,-2.631743908,7.503564835,297,315.6964286,56
221,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,East Akim (Kibi),-0.454344213,6.178557873,210,246.0727273,110
222,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Fanteakwa (Begoro),-0.356094092,6.436070919,213,256.675,40
223,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Cape Coast Municipal,-1.306593895,5.153656006,202,248.725,40
224,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Mfantsiman (Saltpond),-1.006453395,5.201528072,280,303.3838384,99
225,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126,330,348.1282051,39
226,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Berekum,-2.631743908,7.503564835,271,284.16,50
227,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Mfantsiman (Saltpond),-1.006453395,5.201528072,280,303.3838384,99
228,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Bosomtwe/Atwima/Kwanwoma (Kuntanase),-1.562751651,6.559322834,289,317.45,40
229,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Block Laying & Concreting,Hohoe,0.466238558,7.030594826,223,237.1428571,7
230,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Agona Swedru,-0.755242527,5.617353439,269,299.1454545,55
231,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Afigya Sekyere (Agona),-1.548614264,7.00199604,290,311.03,100
232,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Sisala/Tumu (Tumu),-1.731065869,10.57417774,259,280.875,40
233,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Akwapim North (Akropong),-0.166071147,5.976426125,229,260.5,50
234,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Accra Metropolitan,-0.197115257,5.607395649,205,273.6357143,280
235,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Cape Coast Municipal,-1.306593895,5.153656006,202,248.725,40
236,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Ejura/Sekyedumase (Ejura),-1.367965341,7.462873936,211,250.1489362,47
237,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Bosomtwe/Atwima/Kwanwoma (Kuntanase),-1.562751651,6.559322834,308,322.1333333,15
238,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Welding & Fabrication,Tema,-0.050088216,5.69031477,248,270.5,2
239,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,348,364.9777778,45
240,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Ho Municipal,0.52614224,6.717607021,219,242.3333333,6
241,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Jirapa/Lambusie (Jirapa),-2.583322525,10.69203472,225,248.94,50
242,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Agona Swedru,-0.755242527,5.617353439,320,338.8,40
243,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Ejura/Sekyedumase (Ejura),-1.367965341,7.462873936,211,250.1489362,47
244,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Birim North ( New Abirem),-1.021674633,6.22278738,204,251.1333333,270
245,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Asante Akim North (Konongo),-1.017963052,6.834003925,219,250.0263158,38
246,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Asante Akim North (Konongo),-1.017963052,6.834003925,331,345.8,40
247,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Offinso,-1.890868545,7.34876442,250,276.0125,80
248,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126,233,258.52,50
249,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Installation Works,Keta,0.853055775,5.907464027,209,233.1,10
250,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Mfantsiman (Saltpond),-1.006453395,5.201528072,210,251.627907,43
251,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,East Akim (Kibi),-0.454344213,6.178557873,226,261.7083333,24
252,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Sekyere East (Effiduase),-0.844235957,7.210828781,287,308.79,200
253,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kwabre (Mamponteng),-1.541420102,6.806778431,263,287.65,60
254,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Offinso,-1.890868545,7.34876442,250,276.0125,80
255,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Bosomtwe/Atwima/Kwanwoma (Kuntanase),-1.562751651,6.559322834,289,317.45,40
256,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Akatsi,0.842700481,6.206889153,230,265.6125,80
257,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,New Juaben (Koforidua),-0.297512323,6.112612724,343,358.96,100
258,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Ahanta West (Agona Ahanta),-1.990561366,4.834703922,288,318.7777778,45
259,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Suhum/Kraboa/Coaltar,-0.474989742,5.944515228,211,247.4871795,78
260,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Berekum,-2.631743908,7.503564835,297,315.6964286,56
261,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,West Mamprusi (Walewale),-1.117310524,10.33463287,226,245.41,100
262,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Installation Works,Kpando,0.267385125,6.89685154,223,257.3809524,21
263,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Jaman (Drobo),-2.75930357,7.683095932,272,292.5125,80
264,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Asuogyaman (Senchi Ferry),0.08832825,6.189229488,209,257.8666667,45
265,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,West Akim (Asamankese),-0.609122574,5.833612442,278,300.6333333,60
266,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Suhum/Kraboa/Coaltar,-0.474989742,5.944515228,215,254.5,6
267,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Keta,0.853055775,5.907464027,234,262.8163265,49
268,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Accra Metropolitan,-0.197115257,5.607395649,302,320.1272727,55
269,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kwahu South (Mpraeso),-0.635528684,6.619226456,306,330.7125,80
270,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Cape Coast Municipal,-1.306593895,5.153656006,356,375.925,40
271,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,East Mamprusi (Gambaga),-0.414157361,10.47127342,237,256.5076923,65
272,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Bibiani/Anhwiaso/Bekwai (Bibiani),-2.223546028,6.259892464,266,288.1555556,45
273,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Ga West (Amasaman),-0.397510529,5.664687634,314,334.5555556,45
274,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Wenchi,-1.944841981,7.677614689,292,311.7111111,45
275,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Dangme West (Dodowa),0.512386501,5.786250591,287,311.875,40
276,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126,330,348.1282051,39
277,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,North Tongu (Adidome),0.407175899,6.13318634,227,227,1
278,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Bawku East (Bawku),-0.18813774,11.03635216,263,279.2,90
279,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Nkwanta,0.402096868,8.323553085,224,245.8666667,15
280,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675,285,307.89,100
281,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Kumasi Metro,-1.597187161,6.682059765,346,367.85,20
282,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Motor Vehicle Mech.,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,224,256.7391304,23
283,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357,263,284.72,50
284,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,327,344.3555556,45
285,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Adansi East (New Edubiase),-1.396528602,6.105481625,226,257.03,100
286,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kpando,0.267385125,6.89685154,221,288.9350649,77
287,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Motor Vehicle Mech.,Cape Coast Municipal,-1.306593895,5.153656006,213,260.4117647,17
288,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Mfantsiman (Saltpond),-1.006453395,5.201528072,280,303.3838384,99
289,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Upper Denkyira (Dunkwa-On-Offin),-1.867448211,5.957923412,259,273.225,40
290,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Adansi West (Obuasi),-1.65927422,5.986411572,263,292.66,50
291,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515,210,246.3,50
292,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357,314,326.68,50
293,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Sekyere East (Effiduase),-0.844235957,7.210828781,287,308.79,200
294,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Sunyani,-2.327423334,7.344677925,282,304.9636364,55
295,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Gomoa (Apam),-0.723635495,5.404561043,278,302.8686869,99
296,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kwahu South (Mpraeso),-0.635528684,6.619226456,262,293.4,40
297,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Motor Vehicle Mech.,Kpando,0.267385125,6.89685154,223,257.3809524,21
298,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,New Juaben (Koforidua),-0.297512323,6.112612724,345,367.1555556,180
299,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Agona Swedru,-0.755242527,5.617353439,241,263.9583333,120
300,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Bawku East (Bawku),-0.18813774,11.03635216,263,279.2,90
301,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Asunafo (Goaso),-2.683745623,6.80908823,207,255.5666667,150
302,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Afigya Sekyere (Agona),-1.548614264,7.00199604,281,304.0666667,60
303,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Electrical Installation Works,Bolgatanga,-0.880232632,10.74245644,192,234.6770833,96
304,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,334,357.4888889,90
305,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126,238,266.9538462,65
306,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Kumasi Metro,-1.597187161,6.682059765,302,323.7248322,149
307,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,East Mamprusi (Gambaga),-0.414157361,10.47127342,237,256.5076923,65
308,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Gomoa (Apam),-0.723635495,5.404561043,203,236.6625,80
309,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Gomoa (Apam),-0.723635495,5.404561043,267,288.75,40
310,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kpando,0.267385125,6.89685154,292,320.625,40
311,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Assin North (Assin Fosu),-1.374616981,5.77799511,208,242.8730159,63
312,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Motor Vehicle Mech.,East Akim (Kibi),-0.454344213,6.178557873,219,280.675,40
313,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Tamale,-0.784348249,9.383351326,200,248.1153846,104
314,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Akwapim South (Nsawam),-0.268249363,5.826002598,396,411.1888889,90
315,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,East Akim (Kibi),-0.454344213,6.178557873,312,331.5555556,36
316,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kumasi Metro,-1.597187161,6.682059765,361,373.675,40
317,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Ga West (Amasaman),-0.397510529,5.664687634,273,303.4888889,45
318,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,277,293.2022472,89
319,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kumasi Metro,-1.597187161,6.682059765,302,326.8625,160
320,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Ga West (Amasaman),-0.397510529,5.664687634,247,276.8,40
321,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Bawku East (Bawku),-0.18813774,11.03635216,217,236.6909091,55
322,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Accra Metropolitan,-0.197115257,5.607395649,321,338.5384615,39
323,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Agona Swedru,-0.755242527,5.617353439,286,307.0756303,119
324,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357,324,340.08,50
325,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metropolitan,-0.197115257,5.607395649,328,345.19,100
326,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Amansie West (Manso-Nkwanta),-1.893369913,6.436944962,241,270.105,200
327,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Cape Coast Municipal,-1.306593895,5.153656006,368,384.7310924,119
328,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Gomoa (Apam),-0.723635495,5.404561043,203,236.6625,80
329,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Tamale,-0.784348249,9.383351326,290,312.25,100
330,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Sefwi Wiawso,-2.637861013,6.25838995,263,283.4,45
331,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Wassa West (Tarkwa),-1.988853216,5.276049137,309,330.0666667,90
332,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Amansie East (Bekwai),-1.37072885,6.383360863,320,336.775,40
333,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Sene (Kwame Danso),-0.34885782,7.721522331,219,262.9354839,31
334,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Keta,0.853055775,5.907464027,205,248.5584416,77
335,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Mfantsiman (Saltpond),-1.006453395,5.201528072,206,256.6888889,90
336,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Akwapim North (Akropong),-0.166071147,5.976426125,211,238.4615385,13
337,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,241,267.0222222,45
338,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Cape Coast Municipal,-1.306593895,5.153656006,356,375.925,40
339,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Atwima / Nwabiagya (Nkawie),-1.808757067,6.681337357,314,326.68,50
340,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Agona Swedru,-0.755242527,5.617353439,241,263.9583333,120
341,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Accra Metropolitan,-0.197115257,5.607395649,288,310.1428571,49
342,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Awutu/Efutu/Senya (Winneba),-0.508638918,5.544896126,330,348.1282051,39
343,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Upper Denkyira (Dunkwa-On-Offin),-1.867448211,5.957923412,251,269.94,50
344,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Kumasi Metro,-1.597187161,6.682059765,327,344.3555556,45
345,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,321,342.6222222,135
346,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Techiman,-1.944841981,7.677614689,286,309.62,100
347,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Ejisu/Juaben (Ejisu),-1.388735175,6.70792675,287,312.4166667,60
348,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Asante Akim North (Konongo),-1.017963052,6.834003925,267,292.2222222,108
349,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Nanumba North (Bimbilla),-0.141764164,8.816774368,218,232.7666667,30
350,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Agona Swedru,-0.755242527,5.617353439,269,299.1454545,55
351,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Jirapa/Lambusie (Jirapa),-2.583322525,10.69203472,225,248.94,50
352,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kumasi Metro,-1.597187161,6.682059765,340,354.4779874,159
353,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Keta,0.853055775,5.907464027,278,303.0266667,150
354,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Edina/Komenda/Eguafo,-1.437419772,5.140793324,269,294.98,50
355,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Sunyani,-2.327423334,7.344677925,338,352.7,50
356,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Tema,-0.050088216,5.69031477,316,339.2713568,199
357,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Catering,Kwahu South (Mpraeso),-0.635528684,6.619226456,201,240.625,8
358,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Auto Body Works,Accra Metropolitan,-0.197115257,5.607395649,298,324.25,20
359,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Asante Akim South (Juaso),-1.088292599,6.532979965,229,259.9222222,90
360,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,East Mamprusi (Gambaga),-0.414157361,10.47127342,237,256.5076923,65
361,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Ho Municipal,0.52614224,6.717607021,301,331.55,40
362,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Kumasi Metro,-1.597187161,6.682059765,346,367.85,20
363,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,342,359.8073394,109
364,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Sunyani,-2.327423334,7.344677925,338,352.7,50
365,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Ho Municipal,0.52614224,6.717607021,301,331.55,40
366,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Amansie East (Bekwai),-1.37072885,6.383360863,320,336.775,40
367,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Nkoranza,-1.515973568,7.664369106,212,253.0192308,104
368,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Mech. Eng. Craft Pract.,Abura/Asebu/Kwamankese (Abura Dunkwa),-1.197088361,5.130000591,218,260.1818182,11
369,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Nzema East (Axim),-2.311802149,5.141225815,246,272.0666667,90
370,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Keta,0.853055775,5.907464027,234,262.8163265,49
371,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Technical,Kumasi Metro,-1.597187161,6.682059765,302,323.7248322,149
372,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Wa Municipal,-2.285030365,10.03062153,273,292.5555556,90
373,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Assin North (Assin Fosu),-1.374616981,5.77799511,216,248.1290323,62
374,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Bolgatanga,-0.880232632,10.74245644,258,284.6122449,49
375,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Wa Municipal,-2.285030365,10.03062153,273,292.5555556,90
376,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Asunafo (Goaso),-2.683745623,6.80908823,207,255.5666667,150
377,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Tema,-0.050088216,5.69031477,356,373.4296296,135
378,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Science,Bibiani/Anhwiaso/Bekwai (Bibiani),-2.223546028,6.259892464,266,288.1555556,45
379,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,East Mamprusi (Gambaga),-0.414157361,10.47127342,237,256.5076923,65
380,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Ketu (Denu),1.032708645,6.111227512,200,217,5
381,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418,241,267.0222222,45
382,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,Kwahu North (Donkorkrom),-0.264697343,6.911973476,216,258.6923077,78
383,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Accra Metropolitan,-0.197115257,5.607395649,288,310.1428571,49
384,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Accra Metropolitan,-0.197115257,5.607395649,291,312.015625,64
385,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Kwabre (Mamponteng),-1.541420102,6.806778431,263,287.65,60
386,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,East Dagomba (Yendi),-0.200845063,9.35213089,231,258.69,100
387,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Asuogyaman (Senchi Ferry),0.08832825,6.189229488,209,257.8666667,45
388,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Business,Accra Metropolitan,-0.197115257,5.607395649,NA,NA,NA
389,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Agriculture,New Juaben (Koforidua),-0.297512323,6.112612724,286,308.42,50
390,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Visual Arts,Accra Metropolitan,-0.197115257,5.607395649,288,310.1428571,49
391,"DORMAA SENIOR HIGH SCHOOL, DORMAA",General Arts,Kpando,0.267385125,6.89685154,292,320.625,40
392,"DORMAA SENIOR HIGH SCHOOL, DORMAA",Home Economics,Asikuma/Odoben/Brakwa (Breman Asikuma),-1.017074227,5.638250351,228,251.86,50
